,PLAYER_NAME,TEAM_ABBREVIATION,AGE,PACE,PIE
0,A.J. Guyton,GSW,25.0,87.08,-0.075
1,Aaron McKie,PHI,30.0,94.23,0.103
2,Aaron Williams,NJN,31.0,93.16,0.074
3,Adam Harrington,DEN,22.0,93.54,0.042
4,Adonal Foyle,GSW,28.0,95.91,0.092
5,Adrian Griffin,DAL,28.0,95.79,0.07
6,Al Harrington,IND,23.0,93.13,0.085
7,Alan Henderson,ATL,30.0,93.64,0.078
8,Allan Houston,NYK,32.0,93.8,0.11
9,Allen Iverson,PHI,28.0,94.49,0.137
10,Alton Ford,PHX,22.0,102.9,-0.038
11,Alvin Williams,TOR,28.0,92.33,0.11
12,Amal McCaskill,ATL,29.0,92.18,0.042
13,Amar'e Stoudemire,PHX,20.0,94.46,0.102
14,Andre Miller,LAC,27.0,94.97,0.103
15,Andrei Kirilenko,UTA,22.0,92.22,0.145
16,Andrew DeClercq,ORL,30.0,94.59,0.06
17,Anfernee Hardaway,PHX,31.0,94.48,0.095
18,Ansu Sesay,SEA,26.0,91.16,0.027
19,Antawn Jamison,GSW,27.0,97.12,0.116
20,Anthony Carter,MIA,28.0,93.3,0.075
21,Anthony Goldwire,WAS,31.0,93.57,0.032
22,Anthony Johnson,NJN,28.0,91.13,0.085
23,Anthony Mason,MIL,36.0,92.87,0.085
24,Anthony Peeler,MIN,33.0,94.85,0.073
25,Antoine Rigaudeau,DAL,31.0,93.17,-0.042
26,Antoine Walker,BOS,26.0,93.62,0.105
27,Antonio Daniels,POR,28.0,92.18,0.096
28,Antonio Davis,TOR,34.0,92.16,0.098
29,Antonio Harvey,ATL,32.0,107.74,-0.005
30,Art Long,TOR,30.0,96.52,0.031
31,Arvydas Sabonis,POR,38.0,92.71,0.144
32,Austin Croshere,IND,28.0,92.04,0.128
33,Avery Johnson,DAL,38.0,92.91,0.082
34,Baron Davis,NOH,24.0,91.34,0.114
35,Ben Wallace,DET,28.0,88.95,0.153
36,Bimbo Coles,BOS,35.0,91.59,0.047
37,Bo Outlaw,PHX,32.0,93.32,0.082
38,Bob Sura,GSW,30.0,96.05,0.089
39,Bobby Jackson,SAC,30.0,97.19,0.13
40,Bobby Simmons,WAS,23.0,90.45,0.066
41,Bonzi Wells,POR,26.0,93.0,0.102
42,Bostjan Nachbar,HOU,22.0,94.47,0.003
43,Brad Miller,IND,27.0,95.14,0.138
44,Brandon Armstrong,NJN,23.0,93.72,0.009
45,Brandon Williams,ATL,28.0,95.17,-0.182
46,Brendan Haywood,WAS,23.0,90.1,0.064
47,Brent Barry,SEA,31.0,91.18,0.11
48,Brevin Knight,MEM,27.0,93.92,0.08
49,Brian Cardinal,WAS,26.0,97.94,0.097
50,Brian Grant,MIA,31.0,90.53,0.125
51,Brian Scalabrine,NJN,25.0,93.0,0.067
52,Brian Shaw,LAL,37.0,95.63,0.083
53,Brian Skinner,PHI,27.0,93.74,0.096
54,Bruce Bowen,SAS,32.0,91.71,0.055
55,Bruno Sundov,BOS,23.0,93.44,-0.015
56,Bryce Drew,NOH,28.0,95.16,0.084
57,Bryon Russell,WAS,32.0,90.26,0.064
58,Calbert Cheaney,UTA,31.0,90.46,0.069
59,Calvin Booth,SEA,27.0,90.05,0.059
60,Carlos Arroyo,UTA,23.0,93.54,0.097
61,Carlos Boozer,CLE,21.0,97.56,0.124
62,Caron Butler,MIA,23.0,90.6,0.101
63,Casey Jacobsen,PHX,22.0,94.64,0.05
64,Cezary Trybanski,MEM,23.0,92.97,-0.061
65,Charles Oakley,WAS,39.0,87.82,0.054
66,Charles Smith,POR,27.0,106.88,-0.017
67,Charlie Ward,NYK,32.0,94.21,0.113
68,Chauncey Billups,DET,26.0,89.42,0.148
69,Cherokee Parks,LAC,30.0,92.45,0.08
70,Chris Andersen,DEN,24.0,95.47,0.105
71,Chris Childs,NJN,35.0,96.29,0.019
72,Chris Crawford,ATL,28.0,90.92,0.149
73,Chris Dudley,POR,38.0,77.58,-0.857
74,Chris Jefferies,TOR,23.0,94.0,0.033
75,Chris Mihm,CLE,23.0,96.18,0.075
76,Chris Mills,GSW,33.0,95.08,0.076
77,Chris Owens,MEM,24.0,86.02,0.071
78,Chris Webber,SAC,30.0,98.63,0.147
79,Chris Whitney,ORL,31.0,94.97,0.066
80,Chris Wilcox,LAC,20.0,94.33,0.082
81,Christian Laettner,WAS,33.0,90.94,0.118
82,Chucky Atkins,DET,28.0,89.41,0.068
83,Clar. Weatherspoon,NYK,32.0,92.67,0.103
84,Clifford Robinson,DET,36.0,89.09,0.074
85,Corey Benjamin,ATL,25.0,93.15,0.047
86,Corey Maggette,LAC,23.0,95.92,0.107
87,Corie Blount,CHI,34.0,93.76,0.067
88,Corliss Williamson,DET,29.0,88.72,0.098
89,Courtney Alexander,NOH,26.0,92.7,0.054
90,Cuttino Mobley,HOU,27.0,92.02,0.094
91,Dajuan Wagner,CLE,20.0,96.79,0.06
92,Dale Davis,POR,34.0,90.96,0.093
93,Dalibor Bagaric,CHI,22.0,99.52,0.043
94,Damon Jones,SAC,26.0,95.79,0.08
95,Damon Stoudamire,POR,29.0,90.23,0.088
96,Damone Brown,TOR,24.0,92.02,-0.002
97,Dan Dickau,ATL,24.0,93.43,0.06
98,Dan Gadzuric,MIL,25.0,94.06,0.053
99,Dan Langhi,PHX,25.0,93.4,0.059
100,Danny Ferry,SAS,36.0,94.29,0.03
101,Danny Fortson,GSW,27.0,95.48,0.06
102,Danny Manning,DET,37.0,91.13,0.106
103,Darius Miles,CLE,21.0,97.3,0.066
104,Darrell Armstrong,ORL,35.0,96.33,0.1
105,Darvin Ham,ATL,29.0,92.01,0.016
106,David Robinson,SAS,37.0,91.57,0.131
107,David Wesley,NOH,32.0,92.88,0.093
108,DeSagana Diop,CLE,21.0,96.54,0.033
109,DeShawn Stevenson,UTA,22.0,92.96,0.054
110,Dean Oliver,GSW,24.0,102.14,0.081
111,Derek Anderson,POR,28.0,92.75,0.111
112,Derek Fisher,LAL,28.0,95.41,0.078
113,Derrick Coleman,PHI,36.0,93.43,0.106
