,PLAYER_NAME,TEAM_ABBREVIATION,AGE,PACE,PIE
0,Aaron Brooks,HOU,24.0,91.59,0.085
1,Aaron Gray,CHI,24.0,97.5,0.066
2,Acie Law,ATL,24.0,92.37,0.089
3,Adam Morrison,LAL,24.0,91.41,0.036
4,Adonal Foyle,ORL,34.0,97.64,0.152
5,Al Harrington,NYK,29.0,98.93,0.101
6,Al Horford,ATL,23.0,90.71,0.125
7,Al Jefferson,MIN,24.0,93.8,0.156
8,Al Thornton,LAC,25.0,93.91,0.073
9,Alando Tucker,PHX,25.0,99.63,0.072
10,Alex Acker,LAC,26.0,94.97,0.06
11,Alexis Ajinca,CHA,21.0,88.88,0.023
12,Allen Iverson,DET,34.0,89.77,0.111
13,Amar'e Stoudemire,PHX,26.0,97.2,0.136
14,Amir Johnson,DET,22.0,88.43,0.069
15,Anderson Varejao,CLE,26.0,91.35,0.1
16,Andray Blatche,WAS,22.0,92.76,0.09
17,Andre Brown,CHA,28.0,91.53,-0.045
18,Andre Iguodala,PHI,25.0,92.33,0.135
19,Andre Miller,PHI,33.0,92.08,0.131
20,Andrea Bargnani,TOR,23.0,94.25,0.09
21,Andrei Kirilenko,UTA,28.0,95.92,0.121
22,Andres Nocioni,SAC,29.0,96.13,0.079
23,Andrew Bogut,MIL,24.0,92.56,0.136
24,Andrew Bynum,LAL,21.0,96.05,0.124
25,Andris Biedrins,GSW,23.0,100.26,0.127
26,Antawn Jamison,WAS,33.0,93.88,0.132
27,Anthony Carter,DEN,34.0,97.98,0.089
28,Anthony Johnson,ORL,34.0,93.13,0.082
29,Anthony Morrow,GSW,23.0,100.67,0.086
30,Anthony Parker,TOR,34.0,94.36,0.085
31,Anthony Randolph,GSW,19.0,100.79,0.103
32,Anthony Roberson,CHI,26.0,98.05,0.066
33,Anthony Tolliver,SAS,24.0,90.31,0.058
34,Antoine Wright,DAL,25.0,93.26,0.04
35,Antonio Daniels,NOH,34.0,88.22,0.093
36,Antonio McDyess,DET,34.0,87.68,0.121
37,Arron Afflalo,DET,23.0,90.91,0.05
38,Austin Croshere,SAS,34.0,99.01,0.117
39,Baron Davis,LAC,30.0,95.88,0.097
40,Ben Gordon,CHI,26.0,96.15,0.11
41,Ben Wallace,CLE,34.0,91.18,0.081
42,Beno Udrih,SAC,26.0,97.07,0.082
43,Blake Ahearn,SAS,25.0,101.62,0.071
44,Bobby Brown,MIN,24.0,94.92,0.054
45,Bobby Jackson,SAC,36.0,96.96,0.089
46,Bobby Simmons,NJN,29.0,93.18,0.074
47,Boris Diaw,CHA,27.0,91.82,0.111
48,Brad Miller,CHI,33.0,95.96,0.118
49,Brandan Wright,GSW,21.0,99.08,0.104
50,Brandon Bass,DAL,24.0,93.69,0.105
51,Brandon Roy,POR,24.0,89.23,0.159
52,Brandon Rush,IND,23.0,97.96,0.063
53,Brendan Haywood,WAS,29.0,93.98,0.082
54,Brent Barry,HOU,37.0,92.96,0.074
55,Brevin Knight,UTA,33.0,95.77,0.083
56,Brian Cardinal,MIN,32.0,92.81,0.048
57,Brian Cook,HOU,28.0,96.21,0.048
